run 1,run 2,run 3,run 4,run 5,run 6
7.553209584309866,11.794618635610504,10.921533976506478,14.081000984849785,8.539211243460123,8.305660262803853
7.549836644896177,11.79414229766767,10.920334012811942,14.080733761884426,8.536489176251296,8.302019665011382
7.544178935638321,11.794005373041841,10.918606561795627,14.080273067555892,8.530169427098846,8.306291688389322
7.538032190873836,11.789699494500951,10.914158486383625,14.078631028196753,8.523085569170448,8.301880452796949
7.5310951499904375,11.785988344161607,10.90620777381971,14.07313744418331,8.516903955010582,8.301435366570292
7.523616545390683,11.781804904816584,10.897038048652657,14.06869318176919,8.50926342744487,8.300598530836213
7.5169385764332475,11.777823695374684,10.888676551310022,14.063563800873197,8.502197570729766,8.299921361286279
7.510507188939249,11.773518967375965,10.879170930021608,14.057126775698727,8.495411410947028,8.299810203636698
7.504056540284495,11.769777757776357,10.868938617313486,14.052708240597152,8.489251036892476,8.300255023425196
7.5110985798671255,11.765494678814719,10.85956789075829,14.048321357750268,8.486717051846185,8.29889981335053
7.504839463645377,11.76505690802159,10.851063513870924,14.044239383373018,8.491846168985099,8.29919914174449
7.5211500473553485,11.769072306901698,10.848638756917664,14.043365131727285,8.506457644035631,8.3057003593725
7.517315084903244,11.781383449215053,10.855107510443924,14.05170030140127,8.50876878328652,8.306422368727903
7.531047495974252,11.791187701610973,10.863335717700016,14.067312778843194,8.526778987368683,8.306267123589443
7.531485777324278,11.806584158995994,10.874095113355784,14.07937045782967,8.525403175006874,8.306698540361996
7.545850785818263,11.804872485038825,10.881100278699284,14.096707681329695,8.537061666626396,8.30727357247019
7.550721501163992,11.815263857344423,10.895525084232759,14.107319323480407,8.547594976377495,8.307869467853834
7.5709405742075395,11.825082708403759,10.913380817171854,14.128687280703593,8.57379784731509,8.308518066364998
7.594914860701289,11.838733032643798,10.923126120900543,14.137323473027754,8.59614988629332,8.311018779481861
7.623779721190301,11.871939840215987,10.941973354509672,14.169041383807093,8.631927899606818,8.309910593692626
7.655242478055419,11.920196268810567,10.98662248178732,14.206269709826039,8.681301395148308,8.312466989541063
7.70291050496859,11.970987487240045,11.037601262802143,14.254279515570138,8.718482700020603,8.314888397157926
7.750189678522138,12.030715756139688,11.08491752890588,14.305959805478334,8.781641386190218,8.330839637655968
7.803375401478784,12.110922308323046,11.143362878479724,14.364862795394309,8.849827772133379,8.322932559671885
7.865178975355182,12.191664895222582,11.216352513749289,14.447543383437107,8.901601648559813,8.393462976889698
7.913673479235932,12.264121100334703,11.303654713158485,14.529634051036117,8.964191386689217,8.329605390762932
7.984034934033055,12.342559368447027,11.370584843587103,14.625535578275748,9.048282791781453,8.343013417282824
8.041527550440984,12.433416987703586,11.451650543176116,14.754467813140572,9.116072403781176,8.33639487451188
8.113613103393147,12.540461829630805,11.545734252498006,14.841352698102348,9.145822100587955,8.361315326718096
8.193882621392813,12.621462292796902,11.643288542237007,14.975706962308882,9.278710309550286,8.344059027161924
8.329455544813733,12.734207919800856,11.722981641632082,15.081773922266313,9.361881180704684,8.391278313425659
8.319565002730123,12.857238186542775,11.861599695856901,15.222705356070332,9.418945544709517,8.367369478705905
8.36560652723057,12.933318764960752,11.952340579740735,15.33086168054042,9.524469261768031,8.422642583527184
8.490032738376952,13.108695427013187,11.973494330712825,15.446732924050133,9.631717114753705,8.464479027133253
8.59074564337359,13.231474753575885,12.152833807695018,15.60266059494964,9.745792062123094,8.49972646989644
8.693886186759421,13.343097122026883,12.261773722487765,15.752395458264507,9.860213248185012,8.55427305849649
8.757329747571617,13.521022520094933,12.39521301954546,15.905702052981177,9.930870957163293,8.572749883298416
8.88975360614973,13.643037320927045,12.56280282070314,16.10197737534862,10.068326747823845,8.665008834033143
9.032096741027228,13.820446623839777,12.686055401108915,16.24321994637027,10.23036480928889,8.452393553993318
9.155780085176504,14.008848634781188,12.830069869465442,16.489420913985686,10.423547315998007,8.463131301065074
9.245714677621889,14.20575400930404,13.034202976094093,16.70178974536655,10.529549989097404,8.56372106694989
9.405272529774134,14.33774511472202,13.26301328512952,16.923948044470098,10.681433157200331,8.644084821761105
9.581644019201967,14.643306668368417,13.392606449910836,17.114479246105287,10.909490109321801,8.68690128287308
9.704917959002621,14.919155419254102,13.614806798062695,17.544930106575524,11.076157949452384,8.76574956606317
9.874478593866789,15.118885294309774,13.847231941684027,17.90755732177898,11.23436449161169,8.878569125194607
10.082915363446794,15.340136805207617,14.090523105060669,18.126129080173502,11.45059698891524,8.970177779037469
10.246914400228121,15.636427397201286,14.318859534238445,18.4190808885735,11.668069850959817,9.044485173846267
10.411938787345086,15.991798034670664,14.575834734602045,18.75351479228818,11.804034626768711,9.169453848523899
10.524492457459074,16.17644526322255,14.85825376783013,19.09342290420651,12.045105042984796,9.28874848894285
10.797368793647491,16.421309761594273,15.002237782073218,19.385849248965826,12.302584949987212,9.393508343204886
10.935970592749452,16.755070653640544,15.339229600943874,19.63479925443969,12.481281532079162,9.565451917288954
11.093630184370168,17.001061606276725,15.598070861256842,20.158776943874503,12.6247165881266,9.657109342418558
11.253607603729712,17.241870220411883,15.855066805692356,20.460228906179804,12.86243355761018,9.832585232755793
11.460807030500376,17.54110023556695,16.126026223064343,20.764213148531898,13.057902801527483,10.040318886150626
11.714104681007395,17.85445493504993,16.424641035299093,20.97066221568279,13.313629688350451,10.172639523069373
11.853227042875613,18.174976421955275,16.659083423253644,21.45094527438604,13.490377616410079,10.344576018005146
12.051457679758412,18.475360168053548,16.97388733680064,21.844555641033963,13.66456022018944,10.561279534768657
12.310518406377838,18.809077397792613,17.189460477640974,22.116719174663622,13.829032282402098,10.730979390072443
12.548634151836591,19.01657015234805,17.531698937484624,22.53239893129486,14.223939652495346,10.862454070533811
12.707525217118116,19.21884587667783,17.81247399547613,22.86568384565055,14.414149904962022,11.012040450143601
12.841018359312574,19.68758384708546,18.11639960372359,23.264857579129714,14.608706171285213,11.286279462878381
12.987301330491883,19.889903452122255,18.422663522930982,23.590713960484432,14.779193033229834,11.440848920992861
13.130479031431863,20.123606581424358,18.63979717927169,23.95576590770704,14.993522709617004,11.580499556944803
13.305248173056821,20.44937566042162,18.902485464038538,24.23062903775588,15.110545493333465,11.825731561077125
13.416330258103008,20.647861492560576,19.125694126410476,24.512937499968043,15.248501705372377,12.015518548856958
13.548563197541554,20.77879744537621,19.286495338299858,24.704500692360504,15.407002473277524,12.258134076214327
13.669956627431423,21.01749620490958,19.498678065085254,24.930242256896467,15.55466744788572,12.408463089894063
13.775100587380663,21.137916924281146,19.647713182735405,25.166967095217096,15.654429248714436,12.617084502608641
13.90279602949717,21.368793878000737,19.83232769033519,25.441589818703154,15.807446161883298,12.81847365030621
14.011533486828212,21.583491200083238,20.03881241893548,25.637428449292504,15.934845128489279,12.995765946349387
14.112341711649215,21.729403630172015,20.159774070897946,25.837026085918026,16.05282408514682,13.217856479763208
14.21314619504055,21.867109719490053,20.31896786612084,26.025866464426972,16.17593976005912,13.409330734013484
14.313844881990907,21.99352230703554,20.493908167241695,26.292420456982494,16.26798424904689,13.54081840574737
14.38890521085698,22.215980160231645,20.6286990380378,26.444976679130047,16.39963375229799,13.700301653720302
14.497539532672159,22.364066554065246,20.7788075900628,26.609233686068062,16.478389171599343,13.867136729820043
14.578647241068841,22.45653746339534,20.856176800048793,26.775600589905277,16.562764161867612,13.970861088757704
14.686002967665344,22.630565817831055,20.932564913344123,26.973292220235944,16.6243493446562,14.101203864776908
14.769141350649019,22.716310418133805,21.077594007212518,27.136187376153103,16.675318332292665,14.24204526566624
14.793331101550445,22.830376041860646,21.23875688832261,27.311320699640902,16.73763531719633,14.35055222357988
14.815539608304201,22.952030777435958,21.330504225052138,27.44189845188639,16.870117931511352,14.446123526745522
